image_path,label,category,split,source
datasets/raw/nsfw_detection/out/train/NSFW/84173107_545761602706779_6710568941787283456_n_jpg.rf.55f214c22ad7d79a2fee28c9e976dd30.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/alcoholimage07-31-_jpg.rf.9fc5e9ae081c512746d7100eb33ba34d.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/prefix_GantMan_6FBB1942-F216-4FF1-AB4E-E830A6287F3B-jpg_jpeg.rf.dd21b6a345c4a79bfac55bf4b3bdf366.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/images-2023-10-03T123419-719_jpg.rf.2caeca1da08187af78ce0bf453628c60.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/marijuanna_image46_jpg.rf.eaf246521a0bb338e1d967a06a81ef2c.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/prefix_GantMan_44AA6AA8-908C-4E4A-9E5A-BD3381646145-jpg_jpeg.rf.0bbaf52330bc863b2b76943e2c1e637b.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/prefix_GantMan_28C75057-B73E-4693-A5A7-720B5DD98744-jpg_jpeg.rf.725fd90c85b46134c93004700158f2ec.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/blood22_cid_0_fr_2954_ts_00-01-38-466_jpg.rf.d892a2e19232b8cceba8c2791513644f.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/3431.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/882.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/prefix_GantMan_7DC64250-BD14-4768-85BA-81A2D931ED92-20-jpg_jpeg.rf.6d8699f7bd71f0520cb04c9af44ffcfb.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/625.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/90245705_570886293527643_2182939818504224768_n_jpg.rf.ecbef8f1b43a77e1ed9c7d4fb07aefdd.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/7f556b9fa19548136ce1a290167e34130ac7bf7b_full_jpg.rf.3f0f3be0b7d4f2cc7f35525dae798fa1.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/prefix_GantMan_4DF12D9D-F749-470E-98D9-5D238AB6C875-jpg_jpeg.rf.b34903f3b952d8c013f0a00f459ec696.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/blood13_cid_0_fr_2062_ts_00-01-08-733_jpg.rf.95f919a374c4d6899e4ace4fd1ba887f.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/images-2023-10-03T123431-232_jpg.rf.7a551439f1df5f75a79b38477da6a214.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/images-2023-10-03T123436-100_jpg.rf.c7238ead45290ae933e7463e83e175c6.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/alcoholimage05-31-_jpg.rf.63c882f4db38a420ee9a4b4434fd9e8a.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/prefix_GantMan_4CB9EE02-BD2A-4E4F-B292-6BA1B5A18C00-jpg_jpeg.rf.40c37698aeb96f17ad2320169e778f7b.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/954mBOh_jpg.rf.5d22df3302d2a2b722fb2395b989556a.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/k6yphr3uzfv71_jpg.rf.2f4d5628c2ae192849f3d6b1a1c36c67.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/10d69406e8a023078bfbc72f6411cd0b11be6ee6_full_jpg.rf.19318dda878add919ce7ca071e2311bc.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/828.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/heroin_image16-1-_jpeg.rf.d115bf8dfd2d20472b1bb96376a6ddfe.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/cocaine_image02-3-_jpg.rf.c0e0c17f819f552a713e2267d0d70a30.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/stock-photo-jakarta-indonesia-march-marlboro-close-up-packaged-cigarettes-cigarette-marlboro-on-2283478779_jpg.rf.a816970328e6b5ac22f019e5dd97e317.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/eine-beschaftigung-berichtsheft-oder-wurden-an-das-deutsche-reich-1940-deutschland-europa-eymt7b_jpeg.rf.aafa91ba347866941bd49da32566f9f6.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/blood13_cid_0_fr_5298_ts_00-02-56-600_jpg.rf.80f48b090a9eedc6c4eef4cb2f5cdba6.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/prefix_GantMan_074EA5CD-019E-4F90-9C06-92488295547F-jpg_jpeg.rf.b5da435bfdd1115ac2a5d590f5a29abf.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/heroin_image01-5-_jpg.rf.0cd3838b4a6dd91465e0f0bfbbecd7d8.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/cocaine_image15-5-_jpg.rf.c4bc025e4fb86084e74114d90c6c607c.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/marijuanna_image34_jpeg.rf.0212c02fcc35514028c6026151a3d20c.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/prefix_GantMan_0066C537-632F-477A-8A06-0E63BABF75AC-jpg_jpeg.rf.8348589346335870eef4c64faf4de430.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/blood_698_jpg.rf.d6c7055cae7c555252c2046b0f75dac3.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/alcoholimage09-24-_jpg.rf.633ab5ec7c1a844d8df94f260ae219f7.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/images-2023-10-03T123426-384_jpg.rf.11c00eb44f50c0a6557790942f240c5f.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/blood27_cid_0_fr_544_ts_00-00-21-883_jpg.rf.5d63165c3e84cd72f831645fc1e33cfc.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/blood18_cid_0_fr_1238_ts_00-00-51-634_jpg.rf.b17357106da0f29cdac25fd2c60dfa7f.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/6ce311a94c6d0918d6b0be9bf2372f8e51af7db4_full_jpg.rf.489f828848ff54499f2546caea0b9817.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/blood21_cid_0_fr_8991_ts_00-04-59-700_jpg.rf.f67d5b6bd681ecac0149a9ed4d027604.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/cid_0_fr_721_ts_00-00-26-836_jpg.rf.de6637f9a45273d2c4f496235022cf99.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/stock-photo-clearwater-fl-usa-febuary-different-types-of-marlboro-cigarette-going-across-a-brown-1637760730_jpg.rf.865ff6290e958fb4f0bb2b31413a5267.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/Close-up-face-wounded-soldier-with-military-medics-provide-first-aid-impose-a-tourniquet-Examine-the-body-In-forest_jpg.rf.d8d5dabff59ffa390bae1ab364b34b3f.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/images-2023-10-03T123436-807_jpg.rf.0c38961cf65a8330e449746c69586637.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/12E26C97-FC3C-4797-A11F-06A9D9779DD8_jpg.rf.43ccd08a771d8f75ccfe3857472d1f7e.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/stock-photo-whiskey-with-ice-and-cigar-top-view-with-copy-space-662340544_jpg.rf.4ce15430af19662bd21c3d1debb789df.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/blood15_cid_0_fr_10776_ts_00-05-59-200_jpg.rf.a62dbac63c59324432e202181ead357a.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/730.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/alcoholimage29-8-_jpg.rf.ad7767a065a1e5c697cf16b605e8ea73.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/GantMan_B3A4EB03-07C7-4DA3-8871-E585778ABEE0_jpg.rf.24561d56f6f60767b341de9e135085bd.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/739098388127d4ad23d4edb1f7722bdb_640x640_jpg.rf.72ebd075cd145ea362dc00146f18f9da.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/GantMan_A81CA9F3-00AF-4753-85B1-CA4BAEE2A34A_jpg.rf.cca948d2cfdf7822596056ca48b5bb02.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/blood13_cid_0_fr_8644_ts_00-04-48-133_jpg.rf.e5a0fee7d78a6513fc5a234407e2faec.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/blood19_cid_0_fr_1174_ts_00-00-39-172_jpg.rf.07432de055758a1dbd8e5b83dee7170c.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/16136660afb20e37c3d1c08dc5ba4f3327f1eb64_full_jpg.rf.919899af88abf8828c7483e22b6a80e2.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/stock-photo-drug-syringe-and-cooked-heroin-on-spoon-studio-shot-1463108030_jpg.rf.2f00e517b2efd2e6e4310b5660205edc.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/images-2023-10-03T123420-623_jpg.rf.11d29f281ed9dd320c526eb737e4fb21.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/10_w_bloodstains-floor_16_jpg.rf.8149588fe62b8d0bd33adc92ec810413.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/blood16_cid_0_fr_205_ts_00-00-06-833_jpg.rf.0ea6b5639bd88c74872e45873a393d1c.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/blood_215_jpg.rf.ded5f049056840a3b959011e0bbd8d04.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/3FA9D6C2-3452-4505-8EE8-1F88D7DEC147_jpg.rf.9d7491ed9ede459ebe566d6f72d73586.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/917.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/cocaine_image11-3-_jpg.rf.bbc60ce52e46edf1b9ab25eb08770958.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/images-2023-10-03T123443-573_jpg.rf.d6e7f0862850feeb552f82104756b148.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/prefix_GantMan_36E18847-A21F-4178-8A7A-EA116238F3D1-jpg_jpeg.rf.f4021cf854433447d44b7fb58a9e5736.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/marijuanna_image12-23-_jpg.rf.bb7bcfe211968d2ae8f3f47e4972f674.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/alcoholimage08-25-_jpg.rf.dfca29edddfd0d4901e2c2f684c7159a.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/download-57-_jpg.rf.c60aa5a56cf71cc1ba620db3a48733e2.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/prefix_GantMan_4FB41ED5-2946-449C-BB0A-9BFFAFB1AAAB-jpg_jpeg.rf.6afb9132361d3f7b28b802fa8840ac0c.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/3399.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/284.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/image-128-_jpg.rf.6dbcce07e660a39529cc72f2dab4741a.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/prefix_GantMan_2BDB8F9F-16CA-4BE1-879F-15DE15C6521B-jpg_jpeg.rf.003be0146d4616cfb13ee1a3a2c2cdb7.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/F7AFE0F4-FFE0-42CF-A3E4-0985E6C0EAA9_jpg.rf.f1a3f7e1892497c2545c7a258d383b45.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/9ee9e3a0300e79dc4af1c65bbe150d7216b1dfff_full_jpg.rf.46dc672a10c7b3f9578a5423d895b5a0.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/stock-photo-drug-syringes-heroin-spoon-on-a-wooden-floor-1918587617_jpg.rf.a6572a5559983a9b6b778535c1827b57.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/cb_nd_fr_330ml_1883_bottle_wet_isolated_rgb_72dpi_jpg.rf.cc2946b191a46e4164cafef452dd79bb.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/prefix_GantMan_63F27A8D-ADBF-4B49-AA08-9A75BDCAE638-jpg_jpeg.rf.57180dcd908b8be8595b4f6f0e4f2725.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/10_w_bloodstains-carpet_36_jpg.rf.adad6aa4cfba37ec72c5a4fb2d31d0d7.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/alcoholimage06-18-_jpg.rf.6865c396870d0d9120255a7133076522.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/image-346-_jpg.rf.b9fe21466729387dfb5a7593e1a77d83.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/stock-photo-hookah-shisha-smoke-on-beach-background-740286244_jpg.rf.d6283e665b56397bbf5bfa31eff6e435.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/images-2023-10-03T123423-397_jpg.rf.ce94e4ed31d206718430b149d8a07398.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/image-27-_jpg.rf.fc71a96fe3aefd10f174641e26a1aed9.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/20_w_bloodstain-shape_48_jpg.rf.9601898f4c5a40929937921bd041d261.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/15_DALL-E-2022-11-28-12-43-51_png_jpg.rf.bd85614cfb52183de0be5825630b8eb5.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/heroin_image07-7-_jpg.rf.475c91a8beb351c07c4d4dba4faba2b3.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/alcoholimage17-2-_jpg.rf.6038dba904fa46a63db76bc660814f71.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/heroin_image02-2-_jpg.rf.9f05d8fd50a260252ab4aba6413ae5ba.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/image-462-_jpg.rf.0053375f0358a830b2841357abdd8328.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/EDC4027F-3148-4756-B221-64AE3AC498F3_jpg.rf.655fb169c39ee91fda614bfa8bb944c6.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/images-14-_jpg.rf.e4d017dd065c6643419826e5b006e04c.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/images-50-_jpg.rf.c6eb4d9e8595e2c01dae1500a4fb0da5.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/prefix_GantMan_32ACA2B6-CB8B-44BC-9831-0FF49877C7A5-jpg_jpeg.rf.c6f5968c9d7b06f64f0ddfab1a4f2f8c.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/62d1f82ebf65d11c01439db93d69b24f24bb8380_full_jpg.rf.f12346c6ae48f29debc460b203ad6456.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/oww7n3700cv71_jpg.rf.be415fc4c12f7879e53c05472812e769.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/Dallas-Images-13-1_jpg.rf.34e3377d84d8dd3d1d2823f9691d14d7.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/GantMan_2AF8B986-305E-4DF1-BA27-1BE308D1E448_jpg.rf.9c4b7f31f1ba2f31a9fc150d20ca767a.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/images-2023-10-03T123429-523_jpg.rf.d6eb225993823baeb09b0001a552b6cb.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/prefix_GantMan_31DDE7F1-507C-4D9E-A372-6EC82C261BCC-jpg_jpeg.rf.b96ee685c435ae2df7a27404a806818d.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/stock-photo-the-preparation-of-heroine-with-a-spoon-a-syringe-and-a-candle-on-a-table-188722199_jpg.rf.e850bf3a1e31522e10c918d09bdeff26.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/blood22_cid_0_fr_2026_ts_00-01-07-533_jpg.rf.a05eed2d7f7e7ad31117047a46a21e44.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/prefix_GantMan_20D92907-2BB2-48CB-B807-692D316A4263-jpg_jpeg.rf.02d7007b81f53624c50d3086bf2ab712.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/alcoholimage23-7-_jpg.rf.2146d318ee035ed1ec508f0c170de9eb.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/0441BB7E-0EE8-4FA4-B5AF-B4B31B8E2928_jpg.rf.e7ea4fe0d34458329497b56fae1e1c29.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/blood23_cid_0_fr_5882_ts_00-03-16-066_jpg.rf.5f03db67fb0803c7a5d07d231890f9c5.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/GantMan_3AD460E7-1991-4400-92D6-E8C92249B2F0_jpg.rf.470c1b6a9e092c569089edf911d6501e.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/b811145052a80b008697a3e788e8d26b48c77d77_full_jpg.rf.a2eb2a7c2ad7a2ad8bcb1ca7a19ffbc4.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/91377620_575796353036637_5213291025405050880_n_jpg.rf.681378b96671a4970e3918bc66f3287f.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/prefix_GantMan_5E49A1F2-39E7-40D6-B38A-7FAB50557FC8-jpg_jpeg.rf.8b2c7689d788e8bca5940fefbdfb5d29.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/prefix_GantMan_0EE4B977-10CA-4DB4-B3F7-D8632CBE5B02-jpg_jpeg.rf.aaad8243503f2315070ff3547548726a.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/108.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/image-458-_jpg.rf.1e908e7c25162ce1ea5809e432713e00.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/images-2023-10-03T123426-544_jpg.rf.0da91a3dcb709e40b527d929fc9f1ef9.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/GantMan_1DE23A08-66C5-42AD-8E98-6886BA2E81A7_jpg.rf.56017f7b3c5bd23da6c444b5d414f06e.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/prefix_GantMan_0C725E1E-B1D2-4A64-8733-D2E3D958FE66-jpg_jpeg.rf.b6fe51345f2a27a368c3557801099af8.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/16_w_bloodstains_42_jpg.rf.3fd65c9d873633d771bf3478138d6c3e.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/stock-photo-drug-or-heroin-in-a-plastic-case-stands-for-someone-to-buy-the-concept-of-a-drug-trafficking-2058802709_jpg.rf.4cabf70117882b3a1feee52abe05c2c0.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/38b02cf7216ba685597dcd32b8d766f556f9d532_full_jpg.rf.5883337fa2344b072545eb57cfba2c8e.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/stock-photo-glass-of-brandy-and-cuban-cigar-on-an-old-wooden-table-angle-view-image-vignetting-and-the-orange-381332338_jpg.rf.c0985da4e45be372d80d8870bf84a915.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/86b57394aa7c70cbf06cb186f565a4a29bc098ac_full_jpg.rf.58fca357a4c53ac0203ca7f663824d48.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/stock-photo-drug-syringe-and-cooked-heroin-on-spoon-630319901_jpg.rf.b5d82b1b5bf779179bd5ee9e4809f759.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/blood13_cid_0_fr_10835_ts_00-06-01-166_jpg.rf.1c5188c05592a6c55b68f96bb3df23e2.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/89.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/download-12-_jpg.rf.6eb90d3229f242a1e102e889eec78c39.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/blood13_cid_0_fr_2984_ts_00-01-39-466_jpg.rf.3f4348de1f95493d500bef361663118a.jpg,unsafe,nsfw,train,nsfw_detection
datasets/raw/nsfw_detection/out/train/NSFW/download-8-_jpg.rf.67a5e9b28f9e7d2e948db40658593515.jpg,unsafe,nsfw,train,nsfw_detection
